PID,Stage,Start,End,Rating
45,,00:27:23,00:28:23,Moderately Drowsy
45,,00:28:23,00:29:23,Moderately Drowsy
45,,00:29:23,00:30:23,Moderately Drowsy
46,,00:00:42,00:01:42,Not Drowsy
46,,00:01:42,00:02:42,Not Drowsy
46,,00:02:42,00:03:42,Not Drowsy
46,,00:03:42,00:04:42,Not Drowsy
46,,00:04:42,00:05:42,Slightly Drowsy
46,,00:05:42,00:06:42,Slightly Drowsy
46,,00:06:42,00:07:42,Slightly Drowsy
46,,00:07:42,00:08:42,Moderately Drowsy
46,,00:08:42,00:09:42,Slightly Drowsy
46,,00:09:42,00:10:42,Slightly Drowsy
46,,00:10:42,00:11:42,Slightly Drowsy
46,,00:11:42,00:12:42,Moderately Drowsy
46,,00:12:42,00:13:42,Moderately Drowsy
46,,00:13:42,00:14:42,Moderately Drowsy
46,,00:14:42,00:15:42,Moderately Drowsy
46,,00:15:42,00:16:42,Moderately Drowsy
46,,00:16:42,00:17:42,Moderately Drowsy
48,,00:00:22,00:01:22,Not Drowsy
48,,00:01:22,00:02:22,Not Drowsy
48,,00:02:22,00:03:22,Not Drowsy
48,,00:03:22,00:04:22,Not Drowsy
48,,00:04:22,00:05:22,Not Drowsy
48,,00:05:22,00:06:02,Not Drowsy
48,,00:06:02,00:07:22,Not Drowsy
48,,00:07:22,00:08:22,Not Drowsy
48,,00:08:22,00:09:22,Not Drowsy
48,,00:09:22,00:10:22,Slightly Drowsy
48,,00:10:22,00:11:22,Slightly Drowsy
48,,00:11:22,00:12:22,Slightly Drowsy
48,,00:12:22,00:13:22,Slightly Drowsy
48,,00:13:22,00:14:22,Slightly Drowsy
48,,00:14:22,00:15:22,Slightly Drowsy
48,,00:15:22,00:16:22,Slightly Drowsy
48,,00:16:22,00:17:22,Slightly Drowsy
48,,00:17:22,00:18:22,Not Drowsy
48,,00:18:22,00:19:22,Not Drowsy
48,,00:19:22,00:20:22,Not Drowsy
48,,00:20:22,00:21:22,Slightly Drowsy
48,,00:21:22,00:22:22,Slightly Drowsy
48,,00:22:22,00:23:22,Slightly Drowsy
48,,00:23:22,00:24:02,Slightly Drowsy
48,,00:24:02,00:25:22,Slightly Drowsy
48,,00:25:22,00:26:22,Slightly Drowsy
48,,00:26:22,00:27:22,Slightly Drowsy
48,,00:27:22,00:28:22,Slightly Drowsy
48,,00:28:22,00:29:22,Slightly Drowsy
48,,00:29:22,00:30:22,Slightly Drowsy
48,,00:30:22,00:31:22,Slightly Drowsy
48,,00:31:22,00:32:22,Slightly Drowsy
48,,00:32:22,00:33:22,Slightly Drowsy
48,,00:33:22,00:34:22,Slightly Drowsy
48,,00:34:22,00:35:22,Slightly Drowsy
48,,00:35:22,00:36:22,Moderately Drowsy
48,,00:36:22,00:37:22,Slightly Drowsy
48,,00:37:22,00:38:22,Slightly Drowsy
48,,00:38:22,00:39:22,Slightly Drowsy
48,,00:39:22,00:40:22,Slightly Drowsy
48,,00:40:22,00:41:22,Slightly Drowsy
48,,00:41:22,00:42:22,Slightly Drowsy
48,,00:42:22,00:43:22,Slightly Drowsy
48,,00:43:22,00:44:22,Moderately Drowsy
48,,00:44:22,00:45:22,Moderately Drowsy
48,,00:45:22,00:46:22,Moderately Drowsy
49,,00:00:16,00:01:16,Not Drowsy
49,,00:01:16,00:02:16,Not Drowsy
49,,00:02:16,00:03:16,Not Drowsy
49,,00:03:16,00:04:16,Not Drowsy
49,,00:04:16,00:05:16,Not Drowsy
49,,00:05:16,00:06:16,Not Drowsy
49,,00:06:16,00:07:16,Not Drowsy
49,,00:07:16,00:08:18,Not Drowsy
49,,00:08:18,00:09:16,Slightly Drowsy
49,,00:09:16,00:10:16,Slightly Drowsy
49,,00:10:16,00:11:16,Slightly Drowsy
49,,00:11:16,00:12:16,Slightly Drowsy
49,,00:12:16,00:13:16,Slightly Drowsy
49,,00:13:16,00:14:16,Slightly Drowsy
49,,00:14:16,00:15:16,Slightly Drowsy
49,,00:15:16,00:16:16,Moderately Drowsy
49,,00:16:16,00:17:16,Slightly Drowsy
49,,00:17:16,00:18:16,Slightly Drowsy
49,,00:18:16,00:19:16,Slightly Drowsy
49,,00:19:16,00:20:16,Moderately Drowsy
49,,00:20:16,00:21:16,Not Drowsy
49,,00:21:16,00:22:16,Moderately Drowsy
49,,00:22:16,00:23:16,Moderately Drowsy
49,,00:23:16,00:24:16,Moderately Drowsy
49,,00:24:16,00:25:16,Slightly Drowsy
49,,00:25:16,00:26:16,Moderately Drowsy
49,,00:26:16,00:27:16,Moderately Drowsy
49,,00:27:16,00:28:16,Moderately Drowsy
49,,00:28:16,00:29:16,Moderately Drowsy
49,,00:29:16,00:30:16,Moderately Drowsy
49,,00:30:16,00:31:16,Moderately Drowsy
24,,00:00:15,00:01:15,Not drowsy
24,,00:01:15,00:02:15,Not drowsy
24,,00:02:15,00:03:15,Not drowsy
24,,00:03:15,00:04:15,Not drowsy
24,,00:04:15,00:05:15,Not drowsy
24,,00:05:15,00:06:15,Not drowsy
24,,00:06:15,00:07:15,Not drowsy
24,,00:07:15,00:08:15,Not drowsy
24,,00:08:15,00:09:15,Not drowsy
24,,00:09:15,00:10:15,Not drowsy
24,,00:10:15,00:11:15,Not drowsy
24,,00:11:15,00:12:15,Not drowsy
24,,00:12:15,00:13:15,Not drowsy
24,,00:13:15,00:14:15,Not drowsy
24,,00:14:15,00:15:15,Not drowsy
24,,00:15:15,00:16:15,Not drowsy
24,,00:16:15,00:17:15,Not drowsy
24,,00:17:15,00:18:15,Not drowsy
24,,00:18:15,00:19:15,Not drowsy
24,,00:19:15,00:20:15,Not drowsy
24,,00:20:15,00:21:15,Not drowsy
24,,00:21:15,00:22:15,Slightly drowsy
24,,00:22:15,00:23:15,Slightly drowsy
24,,00:23:15,00:24:15,Slightly drowsy
24,,00:24:15,00:25:15,Slightly drowsy
24,,00:25:15,00:26:15,Slightly drowsy
24,,00:26:15,00:27:15,Slightly drowsy
24,,00:27:15,00:28:15,Slightly drowsy
24,,00:28:15,00:29:15,Slightly drowsy
24,,00:29:15,00:30:15,Slightly drowsy
24,,00:30:15,00:31:15,Slightly drowsy
24,,00:31:15,00:32:15,Slightly drowsy
24,,00:32:15,00:33:15,Slightly drowsy
24,,00:33:15,00:34:15,Slightly drowsy
24,,00:34:15,00:35:15,Slightly drowsy
24,,00:35:15,00:36:15,Slightly drowsy
24,,00:36:15,00:37:15,Slightly drowsy
24,,00:37:15,00:38:15,Slightly drowsy
24,,00:38:15,00:39:15,Slightly drowsy
24,,00:39:15,00:40:15,Slightly drowsy
24,,00:40:15,00:41:15,Slightly drowsy
24,,00:41:15,00:42:15,Slightly drowsy
24,,00:42:15,00:43:15,Slightly drowsy
24,,00:43:15,00:44:15,Slightly drowsy
24,,00:44:15,00:45:15,Slightly drowsy
24,,00:45:15,00:46:15,Slightly drowsy
24,,00:46:15,00:47:15,Slightly drowsy
24,,00:47:15,00:48:15,Slightly drowsy
24,,00:48:15,00:49:15,Slightly drowsy
24,,00:49:15,00:50:15,Slightly drowsy
24,,00:50:15,00:51:15,Slightly drowsy
24,,00:51:15,00:52:15,Slightly drowsy
24,,00:52:15,00:53:15,Slightly drowsy
24,,00:53:15,00:54:15,Slightly drowsy
24,,00:54:15,00:55:15,Slightly drowsy
24,,00:55:15,00:56:15,Slightly drowsy
24,,00:56:15,00:57:15,Slightly drowsy
24,,00:57:15,00:58:15,Slightly drowsy
24,,00:58:15,00:59:15,Slightly drowsy
24,,00:59:15,01:00:15,Slightly drowsy
17,,00:00:48,00:01:48,Not drowsy
17,,00:01:48,00:02:48,Not drowsy
17,,00:02:48,00:03:48,Not drowsy
17,,00:03:48,00:04:48,Not drowsy
17,,00:04:48,00:05:48,Not drowsy
17,,00:05:48,00:06:48,Not drowsy
17,,00:06:48,00:07:48,Not drowsy
17,,00:07:48,00:08:48,Not drowsy
17,,00:10:48,00:11:48,Not drowsy
17,,00:08:48,00:09:48,Slightly drowsy
17,,00:09:48,00:10:48,Slightly drowsy
17,,00:11:48,00:12:48,Slightly drowsy
17,,00:12:48,00:13:48,Slightly drowsy
17,,00:13:48,00:14:48,Slightly drowsy
17,,00:14:48,00:15:48,Slightly drowsy
17,,00:15:48,00:16:48,Slightly drowsy
17,,00:16:48,00:17:48,Slightly drowsy
17,,00:17:48,00:18:48,Slightly drowsy
17,,00:18:48,00:19:48,Slightly drowsy
17,,00:19:48,00:20:48,Slightly drowsy
17,,00:20:48,00:21:48,Slightly drowsy
17,,00:21:48,00:22:48,Slightly drowsy
17,,00:22:48,00:23:48,Slightly drowsy
17,,00:23:48,00:24:48,Slightly drowsy
17,,00:24:48,00:25:48,Slightly drowsy
17,,00:25:48,00:26:48,Slightly drowsy
17,,00:26:48,00:27:48,Slightly drowsy
17,,00:27:48,00:28:48,Slightly drowsy
17,,00:28:48,00:29:48,Slightly drowsy
17,,00:29:48,00:30:48,Slightly drowsy
21,,00:00:40,00:01:40,Not drowsy
21,,00:01:40,00:02:40,Not drowsy
21,,00:02:40,00:03:40,Not drowsy
21,,00:03:40,00:04:40,Not drowsy
21,,00:04:40,00:05:40,Not drowsy
21,,00:05:40,00:06:40,Not drowsy
21,,00:06:40,00:07:40,Not drowsy
21,,00:07:40,00:08:40,Not drowsy
21,,00:08:40,00:09:40,Not drowsy
21,,00:09:40,00:10:40,Not drowsy
21,,00:10:40,00:11:40,Not drowsy
21,,00:11:40,00:12:40,Not drowsy
21,,00:12:40,00:13:40,Not drowsy
21,,00:13:40,00:14:40,Not drowsy
21,,00:14:40,00:15:40,Not drowsy
21,,00:15:40,00:16:40,Slightly drowsy
21,,00:16:40,00:17:40,Moderately Drowsy
21,,00:17:40,00:18:40,Moderately Drowsy
21,,00:18:40,00:19:40,Moderately Drowsy
21,,00:19:40,00:20:40,Moderately Drowsy
21,,00:20:40,00:21:40,Moderately Drowsy
21,,00:21:40,00:22:40,Moderately Drowsy
21,,00:22:40,00:23:40,Moderately Drowsy
21,,00:23:40,00:24:40,Moderately Drowsy
33,,00:00:48,00:01:48,Not Drowsy
33,,00:01:48,00:02:48,Not Drowsy
33,,00:02:48,00:03:48,Not Drowsy
33,,00:03:48,00:04:48,Not Drowsy
33,,00:04:48,00:05:48,Not Drowsy
33,,00:05:48,00:06:48,Not Drowsy
33,,00:06:48,00:07:48,Not Drowsy
33,,00:07:48,00:08:48,Not Drowsy
33,,00:08:48,00:09:48,Not Drowsy
33,,00:09:48,00:10:48,Not Drowsy
33,,00:10:48,00:11:48,Not Drowsy
33,,00:11:48,00:12:48,Slightly Drowsy
33,,00:12:48,00:13:48,Slightly Drowsy
33,,00:13:48,00:14:48,Slightly Drowsy
33,,00:14:48,00:15:48,Slightly Drowsy
33,,00:15:48,00:16:48,Slightly Drowsy
33,,00:16:48,00:17:48,Moderately Drowsy
33,,00:17:48,00:18:48,Moderately Drowsy
33,,00:18:48,00:19:48,Moderately Drowsy
33,,00:19:48,00:20:48,Moderately Drowsy
33,,00:20:48,00:21:48,Slightly Drowsy
33,,00:21:48,00:22:48,Slightly Drowsy
33,,00:22:48,00:23:48,Slightly Drowsy
33,,00:23:48,00:24:48,Moderately Drowsy
33,,00:24:48,00:25:48,Very Drowsy
33,,00:25:48,00:26:48,Moderately Drowsy
33,,00:26:48,00:27:48,Very Drowsy
33,,00:27:48,00:28:48,Moderately Drowsy
33,,00:28:48,00:29:48,Very Drowsy
33,,00:29:48,00:30:48,Very Drowsy
33,,00:30:48,00:31:48,Slightly Drowsy
33,,00:31:48,00:32:48,Very Drowsy
33,,00:32:48,00:33:48,Very Drowsy
33,,00:33:48,00:34:48,Moderately Drowsy
33,,00:34:48,00:35:48,Moderately Drowsy
33,,00:35:48,00:36:48,Slightly Drowsy
33,,00:36:48,00:37:48,Moderately Drowsy
33,,00:37:48,00:38:48,Moderately Drowsy
34,,00:00:35,00:01:35,Not Drowsy
34,,00:01:35,00:02:35,Not Drowsy
34,,00:02:35,00:03:35,Not Drowsy
34,,00:03:35,00:04:35,Not Drowsy
34,,00:04:35,00:05:35,Not Drowsy
34,,00:05:35,00:06:35,Not Drowsy
34,,00:06:35,00:07:35,Not Drowsy
34,,00:07:35,00:08:35,Not Drowsy
34,,00:08:35,00:09:35,Not Drowsy
34,,00:09:35,00:10:35,Not Drowsy
34,,00:10:35,00:11:35,Not Drowsy
34,,00:11:35,00:12:35,Not Drowsy
34,,00:12:35,00:13:35,Slightly Drowsy
34,,00:13:35,00:14:35,Slightly Drowsy
34,,00:14:35,00:15:35,Slightly Drowsy
34,,00:15:35,00:16:35,Slightly Drowsy
34,,00:16:35,00:17:35,Slightly Drowsy
34,,00:17:35,00:18:35,Slightly Drowsy
34,,00:18:35,00:19:35,Slightly Drowsy
34,,00:19:35,00:20:35,Slightly Drowsy
34,,00:20:35,00:21:35,Slightly Drowsy
34,,00:21:35,00:22:35,Slightly Drowsy
34,,00:22:35,00:23:35,Slightly Drowsy
34,,00:23:35,00:24:35,Slightly Drowsy
34,,00:24:35,00:25:35,Slightly Drowsy
34,,00:25:35,00:26:35,Slightly Drowsy
34,,00:26:35,00:27:35,Slightly Drowsy
34,,00:27:35,00:28:35,Slightly Drowsy
34,,00:28:35,00:29:35,Slightly Drowsy
34,,00:29:35,00:30:35,Slightly Drowsy
34,,00:30:35,00:31:35,Slightly Drowsy
34,,00:31:35,00:32:35,Slightly Drowsy
34,,00:32:35,00:33:35,Slightly Drowsy
34,,00:33:35,00:34:35,Slightly Drowsy
34,,00:34:35,00:35:35,Slightly Drowsy
34,,00:35:35,00:36:35,Slightly Drowsy
34,,00:36:35,00:37:35,Slightly Drowsy
34,,00:37:35,00:38:35,Slightly Drowsy
34,,00:38:35,00:39:35,Slightly Drowsy
34,,00:39:35,00:40:35,Slightly Drowsy
34,,00:40:35,00:41:35,Slightly Drowsy
34,,00:41:35,00:42:35,Slightly Drowsy
34,,00:42:35,00:43:35,Slightly Drowsy
34,,00:43:35,00:44:35,Slightly Drowsy
34,,00:44:35,00:45:35,Moderately Drowsy
34,,00:45:35,00:46:35,Moderately Drowsy
35,,00:00:00,00:01:00,Not Drowsy
35,,00:01:00,00:02:00,Not Drowsy
35,,00:02:00,00:03:00,Not Drowsy
35,,00:03:00,00:04:00,Not Drowsy
35,,00:04:00,00:05:00,Not Drowsy
35,,00:05:00,00:06:00,Not Drowsy
35,,00:06:00,00:07:00,Not Drowsy
35,,00:07:00,00:08:00,Not Drowsy
35,,00:08:00,00:09:00,Not Drowsy
35,,00:09:00,00:10:00,Not Drowsy
35,,00:10:00,00:11:00,Not Drowsy
35,,00:11:00,00:12:00,Not Drowsy
35,,00:12:00,00:13:00,Not Drowsy
35,,00:13:00,00:14:00,Not Drowsy
35,,00:14:00,00:15:00,Not Drowsy
35,,00:15:00,00:16:00,Not Drowsy
35,,00:16:00,00:17:00,Not Drowsy
35,,00:17:00,00:18:00,Not Drowsy
35,,00:18:00,00:19:00,Not Drowsy
35,,00:19:00,00:20:00,Not Drowsy
35,,00:20:00,00:21:00,Not Drowsy
35,,00:21:00,00:22:00,Not Drowsy
35,,00:22:00,00:23:00,Not Drowsy
35,,00:23:00,00:24:00,Not Drowsy
35,,00:24:00,00:25:00,Not Drowsy
35,,00:25:00,00:26:00,Not Drowsy
35,,00:26:00,00:27:00,Not Drowsy
35,,00:27:00,00:28:00,Not Drowsy
35,,00:28:00,00:29:00,Not Drowsy
35,,00:29:00,00:30:00,Not Drowsy
35,,00:30:00,00:31:00,Not Drowsy
35,,00:31:00,00:32:00,Not Drowsy
35,,00:32:00,00:33:00,Slightly Drowsy
35,,00:33:00,00:34:00,Slightly Drowsy
35,,00:34:00,00:35:00,Slightly Drowsy
35,,00:35:00,00:36:00,Slightly Drowsy
35,,00:36:00,00:37:00,Slightly Drowsy
35,,00:37:00,00:38:00,Slightly Drowsy
35,,00:38:00,00:39:00,Slightly Drowsy
35,,00:39:00,00:40:00,Slightly Drowsy
35,,00:40:00,00:41:00,Slightly Drowsy
35,,00:41:00,00:42:00,Slightly Drowsy
35,,00:42:00,00:43:00,Moderately Drowsy
35,,00:43:00,00:44:00,Slightly Drowsy
35,,00:44:00,00:45:00,Slightly Drowsy
35,,00:45:00,00:46:00,Slightly Drowsy
35,,00:46:00,00:47:00,Slightly Drowsy
35,,00:47:00,00:48:00,Slightly Drowsy
35,,00:48:00,00:49:00,Slightly Drowsy
35,,00:49:00,00:50:00,Slightly Drowsy
35,,00:50:00,00:51:00,Slightly Drowsy
35,,00:51:00,00:52:00,Slightly Drowsy
35,,00:52:00,00:53:00,Slightly Drowsy
35,,00:53:00,00:54:00,Slightly Drowsy
35,,00:54:00,00:55:00,Slightly Drowsy
35,,00:55:00,00:56:00,Slightly Drowsy
35,,00:56:00,00:57:00,Slightly Drowsy
35,,00:57:00,00:58:00,Slightly Drowsy
35,,00:58:00,00:59:00,Moderately Drowsy
35,,00:59:00,01:00:00,Slightly Drowsy
36,,00:00:44,00:01:44,Not Drowsy
36,,00:01:44,00:02:44,Not Drowsy
36,,00:02:44,00:03:44,Not Drowsy
36,,00:03:44,00:04:44,Not Drowsy
36,,00:04:44,00:05:44,Not Drowsy
36,,00:05:44,00:06:44,Not Drowsy
36,,00:06:44,00:07:44,Not Drowsy
36,,00:07:44,00:08:44,Not Drowsy
36,,00:08:44,00:09:44,Not Drowsy
36,,00:09:44,00:10:44,Not Drowsy
36,,00:10:44,00:11:44,Not Drowsy
36,,00:11:44,00:12:44,Not Drowsy
36,,00:12:44,00:13:44,Not Drowsy
36,,00:13:44,00:14:44,Not Drowsy
36,,00:14:44,00:15:44,Not Drowsy
36,,00:15:44,00:16:44,Not Drowsy
36,,00:16:44,00:17:44,Not Drowsy
36,,00:17:44,00:18:44,Slightly Drowsy
36,,00:18:44,00:19:44,Slightly Drowsy
36,,00:19:44,00:20:44,Not Drowsy
36,,00:20:44,00:21:44,Slightly Drowsy
36,,00:21:44,00:22:44,Slightly Drowsy
36,,00:22:44,00:23:44,Slightly Drowsy
36,,00:23:44,00:24:44,Slightly Drowsy
36,,00:24:44,00:25:44,Slightly Drowsy
36,,00:25:44,00:26:44,Slightly Drowsy
36,,00:26:44,00:27:44,Slightly Drowsy
36,,00:27:44,00:28:44,Slightly Drowsy
36,,00:28:44,00:29:44,Slightly Drowsy
36,,00:29:44,00:30:44,Slightly Drowsy
36,,00:30:44,00:31:44,Slightly Drowsy
36,,00:31:44,00:32:44,Slightly Drowsy
36,,00:32:44,00:33:44,Slightly Drowsy
36,,00:33:44,00:34:44,Moderately Drowsy
36,,00:34:44,00:35:44,Moderately Drowsy
36,,00:35:44,00:36:44,Slightly Drowsy
31,,00:00:07,00:01:07,Not drowsy
31,,00:01:07,00:02:07,Not drowsy
31,,00:02:07,00:03:07,Not drowsy
31,,00:03:07,00:04:07,Not drowsy
31,,00:04:07,00:05:07,Not drowsy
31,,00:05:07,00:06:07,Not drowsy
31,,00:06:07,00:07:07,Not drowsy
31,,00:07:07,00:08:07,Not drowsy
31,,00:08:07,00:09:07,Not drowsy
31,,00:09:07,00:10:07,Slightly drowsy
31,,00:10:07,00:11:07,Slightly drowsy
31,,00:11:07,00:12:07,Slightly drowsy
31,,00:12:07,00:13:07,Slightly drowsy
31,,00:13:07,00:14:07,Slightly drowsy
31,,00:14:07,00:15:07,Slightly drowsy
31,,00:15:07,00:16:07,Slightly drowsy
31,,00:16:07,00:17:07,Slightly drowsy
31,,00:17:07,00:18:07,Slightly drowsy
31,,00:18:07,00:19:07,Slightly drowsy
31,,00:19:07,00:20:07,Slightly drowsy
31,,00:20:07,00:21:07,Slightly drowsy
31,,00:21:07,00:22:07,Slightly drowsy
31,,00:22:07,00:23:07,Slightly drowsy
31,,00:23:07,00:24:07,Slightly drowsy
31,,00:24:07,00:25:07,Slightly drowsy
31,,00:25:07,00:26:07,Slightly drowsy
31,,00:26:07,00:27:07,Slightly drowsy
31,,00:27:07,00:28:07,Slightly drowsy
31,,00:28:07,00:29:07,Slightly drowsy
31,,00:29:07,00:30:07,Slightly drowsy
31,,00:30:07,00:31:07,Slightly drowsy
31,,00:31:07,00:32:07,Slightly drowsy
31,,00:32:07,00:33:07,Slightly drowsy
31,,00:33:07,00:34:07,Slightly drowsy
31,,00:34:07,00:35:07,Slightly drowsy
31,,00:35:07,00:36:07,Slightly drowsy
32,,00:00:39,00:01:39,Not drowsy
32,,00:01:39,00:02:39,Not drowsy
32,,00:02:39,00:03:39,Not drowsy
32,,00:03:39,00:04:39,Not drowsy
32,,00:04:39,00:05:39,Not drowsy
32,,00:05:39,00:06:39,Not drowsy
32,,00:06:39,00:07:39,Not drowsy
32,,00:07:39,00:08:39,Not drowsy
32,,00:08:39,00:09:39,Not drowsy
32,,00:09:39,00:10:39,Not drowsy
32,,00:10:39,00:11:39,Not drowsy
32,,00:11:39,00:12:39,Not drowsy
32,,00:12:39,00:13:39,Not drowsy
32,,00:13:39,00:14:39,Slightly drowsy
32,,00:14:39,00:15:39,Slightly drowsy
32,,00:15:39,00:16:39,Slightly drowsy
32,,00:16:39,00:17:39,Slightly drowsy
32,,00:17:39,00:18:39,Slightly drowsy
32,,00:18:39,00:19:39,Slightly drowsy
32,,00:19:39,00:20:39,Not drowsy
32,,00:20:39,00:21:39,Not drowsy
32,,00:21:39,00:22:39,Not drowsy
32,,00:22:39,00:23:39,Not drowsy
32,,00:23:39,00:24:39,Not drowsy
32,,00:24:39,00:25:39,Slightly drowsy
32,,00:25:39,00:26:39,Slightly drowsy
32,,00:26:39,00:27:39,Slightly drowsy
32,,00:27:39,00:28:39,Slightly drowsy
32,,00:28:39,00:29:39,Slightly drowsy
32,,00:29:39,00:30:39,Slightly drowsy
32,,00:30:39,00:31:39,Moderately drowsy
29,,00:00:06,00:01:06,Not drowsy
29,,00:01:06,00:02:06,Not drowsy
29,,00:02:06,00:03:06,Not drowsy
29,,00:03:06,00:04:06,Not drowsy
29,,00:04:06,00:05:06,Not drowsy
29,,00:05:06,00:06:06,Not drowsy
29,,00:06:06,00:07:06,Not drowsy
29,,00:07:06,00:08:06,Not drowsy
29,,00:08:06,00:09:06,Not drowsy
29,,00:09:06,00:10:06,Not drowsy
29,,00:10:06,00:11:06,Not drowsy
29,,00:11:06,00:12:06,Slightly drowsy
29,,00:12:06,00:13:06,Slightly drowsy
29,,00:13:06,00:14:06,Slightly drowsy
29,,00:14:06,00:15:06,Slightly drowsy
29,,00:15:06,00:16:06,Moderately drowsy
29,,00:16:06,00:17:06,Slightly drowsy
29,,00:17:06,00:18:06,Slightly drowsy
29,,00:18:06,00:19:06,Slightly drowsy
29,,00:19:06,00:20:06,Slightly drowsy
29,,00:20:06,00:21:06,Slightly drowsy
29,,00:21:06,00:22:06,Slightly drowsy
29,,00:22:06,00:23:06,Slightly drowsy
29,,00:23:06,00:24:06,Slightly drowsy
29,,00:24:06,00:25:06,Slightly drowsy
29,,00:25:06,00:26:06,Moderately drowsy
29,,00:26:06,00:27:06,Moderately drowsy
29,,00:27:06,00:28:06,Moderately drowsy
29,,00:28:06,00:29:06,Slightly drowsy
29,,00:29:06,00:30:06,Slightly drowsy
29,,00:30:06,00:31:06,Slightly drowsy
29,,00:31:06,00:32:06,Slightly drowsy
29,,00:32:06,00:33:06,Moderately drowsy
30,,00:00:14,00:01:14,Not drowsy
30,,00:01:14,00:02:14,Not drowsy
30,,00:02:14,00:03:14,Not drowsy
30,,00:03:14,00:04:14,Not drowsy
30,,00:04:14,00:05:14,Not drowsy
30,,00:05:14,00:06:14,Not drowsy
30,,00:06:14,00:07:14,Not drowsy
30,,00:07:14,00:08:14,Slightly drowsy
30,,00:08:14,00:09:14,Slightly drowsy
30,,00:09:14,00:10:14,Slightly drowsy
30,,00:10:14,00:11:14,Slightly drowsy
30,,00:11:14,00:12:14,Slightly drowsy
30,,00:12:14,00:13:14,Slightly drowsy
30,,00:13:14,00:14:14,Slightly drowsy
30,,00:14:14,00:15:14,Slightly drowsy
30,,00:15:14,00:16:14,Slightly drowsy
30,,00:16:14,00:17:14,Slightly drowsy
30,,00:17:14,00:18:14,Slightly drowsy
30,,00:18:14,00:19:14,Slightly drowsy
30,,00:19:14,00:20:14,Slightly drowsy
30,,00:20:14,00:21:14,Slightly drowsy
30,,00:21:14,00:22:14,Slightly drowsy
30,,00:22:14,00:23:14,Moderately drowsy
30,,00:23:14,00:24:14,Moderately drowsy
30,,00:24:14,00:25:14,Moderately drowsy
30,,00:25:14,00:26:14,Slightly drowsy
30,,00:26:14,00:27:14,Slightly drowsy
30,,00:27:14,00:28:14,Moderately drowsy
30,,00:28:14,00:29:14,Moderately drowsy
30,,00:29:14,00:30:14,Moderately drowsy
30,,00:30:14,00:31:14,Slightly drowsy
30,,00:31:14,00:32:14,Slightly drowsy
